Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Aruba,ABW,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Africa Eastern and Southern,AFE,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS19.4,21.7,24.9,26.5
Afghanistan,AFG,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Africa Western and Central,AFW,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS23.5,26.4,28.2,31.2
Angola,AGO,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,20.1973,
Albania,ALB,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS65.9616,71.2457,78.3496,81.5432,81.7239,
Andorra,AND,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS26.984190.2708,
Arab World,ARB,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
United Arab Emirates,ARE,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS83.2,88.853,92.5292,98.8,99.5015,100,100,100,100,
Argentina,ARG,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS70.115,73.492,86.5182,88.08,89.03,
Armenia,ARM,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS40.3467,52.9817,57.7535,63.3685,63.4366,66.9034,67.2269,78.0911,81.4003,79.3062
American Samoa,ASM,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Antigua and Barbuda,ATG,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Australia,AUS,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS68.0242,70.9431,73.39778.403782.789184.880986.1214,
Austria,AUT,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,31.8275,37.2975,48.4245,53.2301,58.438,63.8696,66.8735,68.2552,70.7405,73.77,76.0357,76.9633,77.1892,79.688,80.7314,85.1644,85.4365,85.2665,85.8744,90.8633,92.862,94.1659,
Azerbaijan,AZE,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,12.6256,22.9588,36.5468,71.6909,73.1986,74.7054,74.9751,75.8247,78.0301,82.1961,83.636,84.4045
Burundi,BDI,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS0.884975,0.735741.49482,
Belgium,BEL,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,55.7562,60.1512,65.7216,67.8295,72.9157,75.3244,79.01,78.6605,80.1696,84.1259,84.2776,85.4392,86.8421,87.2592,89.2103,91.1117,92.6559,93.4306,94.6981,
Benin,BEN,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Burkina Faso,BFA,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS6.61695
Bangladesh,BGD,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS5.0984132.686437.3212,
Bulgaria,BGR,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS17.078126.1742,32.8507,38.7899,43.1111,45.3767,46.98,50.8148,51.7801,54.18,55.8825,59.1258,62.0692,63.4094,66.6993,68.74,74.0629,78.1407,79.7595,
Bahrain,BHR,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,90.0109,89.999995.0001,95.1549,99,94.452,98.5075,99.3165,100,100,100,100,
Bahamas The,BHS,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS67.0357
Bosnia and Herzegovina,BIH,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS57.314,62.4875,68.3368,67.4523,69.3125,72.6616,76.9687,83.0098,
Belarus,BLR,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS25.0547,29.3694,37.25,44.8653,51.4711,56.505,60.1881,70.9127,74.5505,79.0091,83.0301,85.7483,87.5447,90.1402,92.1169,
Belize,BLZ,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS28.3996
Bermuda,BMU,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Bolivia,BOL,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS25.9665,34.2187,32.1849,34.471941.6667,44.4308,58.0403,63.7076
Brazil,BRA,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS37.9472,40.250352.8162,54.1797,57.5621,61.1209,67.3369,70.0151,73.4729,84.9105,79.7915,81.1465,85.6558,
Barbados,BRB,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Brunei Darussalam,BRN,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS89.999899.7502
Bhutan,BTN,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS86.2535
Botswana,BWA,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,33.7539,
Central African Republic,CAF,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Canada,CAN,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS72.379.7,79.171794
Central Europe and the Baltics,CEB,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Switzerland,CHE,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS69.5681,71.8076,76.6328,79.383180.891579.5988,84.2978,86.0846,88.523191.258294.89596.4868,
Channel Islands,CHI,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Chile,CHL,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS23.799132.584136.80874.5307,83.6583,80.722893.2,
China,CHN,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS63.0484,70.4569,72.6218,75.2437
Cote d'Ivoire,CIV,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,26.3981,29.3579,32.924433.9081
Cameroon,CMR,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,19.2,
Congo Dem. Rep.,COD,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Congo Rep.,COG,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Colombia,COL,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS36.1269,40.1722,48.2664,51.1495,52.3444,55.1597,58.1742,62.4199,64.5888,65.8968,70.7503,73.908,73.5883
Comoros,COM,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Cabo Verde,CPV,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS41.3678,49.7672,56.474660.965
Costa Rica,CRI,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,20.766430.8121,46.469859.5273,66.1227,71.6529,73.9544,81.9733,80.9004,82.9258,82.9603,85.4503,
Caribbean small states,CSS,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Cuba,CUB,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS29.758439.7031,75.1128
Curacao,CUW,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,68.6803,
Cayman Islands,CYM,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
Cyprus,CYP,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS29.5925,30.9548,33.581,38.299,39.0043,46.579,51.3087,53.2499,57.8156,63.807,67.7214,70.1848,74.439,80.6142,84.5601,85.8473,91.0765,90.4551,90.8158,91.7818,
Czechia,CZE,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS31.5771,32.5496,32.5136,45.804,48.7413,60.1483,62.5261,65.9288,67.87,72.4033,72.9525,71.4722,73.4982,74.8097,75.9862,78.675,78.3316,79.7177,81.0801,82.1745,84.8476,
Germany,DEU,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,43.7461,49.2239,60.3556,64.2079,68.4159,71.4016,74.1765,75.3473,78.5456,78.07,79.3996,81.4862,83.7069,85.4955,81.1987,81.2078,84.1628,85.2831,87.3028,90.5614,90.4838,91.4829,
Djibouti,DJI,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS,51.6488,
Dominica,DMA,Individuals using the Internet female (% of female population),IT.NET.USER.FE.ZS
