Internet_Users;GDP_Per_Capita;Electricity_Access;Electricity_Access_Rural;Electricity_Access_Urban;Broadband_Subscriptions;Life_Expectancy;Sec_Edu_Duration;Literacy_Female;Literacy_Male;Literacy_Total;Pop_0_14;Pop_15_64;Pop_65_Above;Pop_Female;Pop_Male;Pop_Total;Pop_Rural;Pop_Urban;clusters
-10.554.203.629.891.800;-0.7233242859601967;-11.530.885.537.944.900;-1.341.488.799.523.620;-0.6415422188448937;-0.8505807377378632;-1.305.647.590.894.450;-0.45799446329325877;-15.664.719.661.789.100;-16.021.821.087.630.800;-16.025.501.108.311.400;12.275.079.787.821.200;-12.545.036.240.575.300;-0.769124815234838;0.08917158471656673;-0.08917158471656675;0.5285138064714862;0.6617703393061927;-0.6617703393061976;1
-0.9570119129872875;-0.7147414305313421;-11.539.671.238.278.100;-13.486.791.243.078.600;-0.7609929880971138;-0.8505807377378632;-12.644.867.810.252.300;-0.45799446329325877;-15.647.861.598.655.900;-16.058.113.005.284.100;-16.027.557.625.434.000;12.104.938.102.131.200;-12.318.601.328.648.000;-0.7639368993446252;0.08742080014682778;-0.08742080014682779;0.5475939108787479;0.6460653597624677;-0.6460653597624677;1
-0.862118050485455;-0.7044949351872025;-11.170.612.635.682.500;-12.918.075.438.800.400;-0.6709504584044103;-0.83545143423751;-12.245.230.194.332.200;-0.45799446329325877;-14.999.320.905.478.700;-1.542.537.252.900.900;-15.375.161.343.197.400;11.912.218.517.128.600;-1.205.715.442.917.170;-0.7585774908613844;0.08578564328558334;-0.08578564328558336;0.5671739245357528;0.6304534100890683;-0.6304534100890683;1
-0.725049137982808;-0.7119546185487982;-10.835.589.421.404.100;-1.283.043.470.341.080;-0.6436501066948186;-0.8127574789869803;-12.901.675.037.425.600;-0.45799446329325877;-15.058.726.389.608.200;-15.533.183.345.389.100;-1.545.309.883.882.280;116.944.889.768.677;-11.745.896.905.770.100;-0.7541764930462959;0.08446524562458703;-0.08446524562458704;0.5873935094614297;0.6134454011136584;-0.6134454011136584;1
-0.6512428004813827;-0.7001598320410238;-10.231.428.640.824.600;-12.495.325.812.913.500;-0.5225052813079083;-0.8127574789869803;-13.563.586.698.429.000;-0.45799446329325877;-14.922.336.058.751.000;-15.458.600.418.608.100;-153.374.610.311.283;11.461.779.129.731.500;-113.919.879.329.632;-0.7516842405463336;0.0829635721793473;-0.08296357217934731;0.6077376576844408;0.5950020292650486;-0.5950020292650486;1
-0.5563489379795501;-0.693046506679294;-10.201.453.281.878.700;-13.028.900.199.544.400;-0.514922813976388;-0.8127574789869803;-12.822.279.949.835.500;-0.45799446329325877;-14.769.355.840.202.700;-15.383.643.829.869.400;-152.120.810.364.807;11.262.902.278.786.300;-110.552.035.460.102;-0.7531293825142212;0.07892066228181797;-0.07892066228181799;0.6257361438245717;0.5785347314346114;-0.5785347314346114;1
10.160.775.095.508.100;0.7839812520798192;0.6395579169797497;0.6893612874176306;0.518124731888902;18.526.173.065.807.300;13.828.393.313.725.000;0.6964170882424454;0.0;0.0;-1,40E+01;-0.911048284299262;0.07197512087893809;14.655.183.953.173.100;0.5604682423240939;-0.560468242324094;-0.2734930644205465;-1.000.519.956.625.080;1.000.519.956.625.080;0
1.032.940.500.376.140;0.8712458632670919;0.6395579169797497;0.6893612874176306;0.518124731888902;19.509.199.560.742.800;14.160.246.542.351.900;0.6964170882424454;0.0;0.0;-1,40E+01;-0.9198587621497653;0.015701444674209343;15.390.194.468.259.000;0.5586693872519052;-0.5586693872519053;-0.27317842866249936;-10.122.908.376.370.800;1.012.290.837.637.080;0
1.097.303.141.264.880;0.9002122786723535;0.6395579169797497;0.6893612874176306;0.518124731888902;20.574.378.173.685.100;14.820.731.123.599.500;0.6964170882424454;0.0;0.0;-1,40E+01;-0.9294135240265083;-0.0412311666672782;16.144.652.106.568.300;0.562003081868023;-0.5620030818680231;-0.27288796158502293;-1.024.153.320.835.940;10.241.533.208.359.400;0
0.8953865747984848;0.9315642365923392;0.6395579169797497;0.6893612874176306;0.518124731888902;21.516.101.670.064.600;14.295.565.334.607.500;0.6964170882424454;0.0;0.0;-1,40E+01;-0.9392571422177736;-0.09855764974581468;16.908.095.752.189.500;0.5697819398551416;-0.5697819398551417;-0.27266955301534646;-10.361.074.062.216.700;10.361.074.062.216.700;0
0.9398039316243427;10.216.913.954.181.900;0.6395579169797497;0.6893612874176306;0.518124731888902;223.790.014.952.073;14.627.418.563.234.300;0.6964170882424454;0.0;0.0;-1,40E+01;-0.9550097284478972;-0.14143440311658603;17.620.973.015.747.200;0.5685646600251935;-0.5685646600251936;-0.27250696875327174;-10.481.072.927.008.300;10.481.072.927.008.300;0
0.9831282517376791;10.941.976.131.613.400;0.6395579169797497;0.6893612874176306;0.518124731888902;23.208.465.559.614.100;14.630.640.439.240.400;0.6964170882424454;0.0;0.0;-1,40E+01;-0.9698168810957644;-0.17843984937873464;18.256.720.147.351.900;0.5641433819289581;-0.5641433819289582;-0.27232766299684247;-10.601.529.802.734.200;10.601.529.802.734.200;0
10.372.775.013.512.200;11.814.432.895.624.700;0.6395579169797497;0.6893612874176306;0.518124731888902;23.805.997.401.360.600;14.762.737.355.490.000;0.6964170882424454;0.0;0.0;-1,40E+01;-0.9844101778217441;-0.2130084378948985;1.886.347.371.592.210;0.5632246554525681;-0.5632246554525682;-0.272105442067001;-10.722.444.689.394.400;10.722.444.689.394.400;0
10.828.441.282.896.000;13.981.716.308.538.600;0.6395579169797497;0.6893612874176306;0.518124731888902;24.458.297.321.778.300;14.962.493.667.867.200;0.6964170882424454;0.0;0.0;-1,40E+01;-10.011.986.773.799.500;-0.24434401441549086;19.473.676.843.152.900;0.5583496882106606;-0.5583496882106607;-0.27189858431061126;-1.084.381.758.698.890;10.843.817.586.988.900;0
11.308.779.956.530.300;13.229.385.364.164.800;0.6395579169797497;0.6893612874176306;0.518124731888902;2.536.204.626.637.190;1.410.225.277.424.240;0.6964170882424454;0.0;0.0;-1,40E+01;-1.017.709.469.052.620;-0.27086400932791166;2.002.903.463.971.730;0.5552353567972212;-0.5552353567972214;-0.2716960391537388;-10.965.648.495.517.800;10.965.648.495.517.800;0
11.796.991.306.164.700;15.246.031.682.926.100;0.6395579169797497;0.6893612874176306;0.518124731888902;2.624.937.991.666.760;14.298.787.210.613.500;0.6964170882424454;0.0;0.0;-1,40E+01;-10.365.924.570.884.200;-0.2881515745377526;2.052.835.661.305.770;0.552045926426145;-0.5520459264261451;-0.27147254867005144;-11.087.937.414.981.000;11.087.937.414.981.000;0
11.529.109.446.909.500;1.705.755.911.668.070;0.6395579169797497;0.6893612874176306;0.518124731888902;26.679.279.075.630.100;14.173.134.046.376.200;0.6964170882424454;0.0;0.0;-1,40E+01;-1.057.406.904.530.390;-0.30598349164298605;21.066.006.149.657.000;0.548771391773733;-0.548771391773733;-0.2712670862208383;-1.121.022.633.444.410;1.121.022.633.444.410;0
-10.027.015.504.881.600;-0.2679110560148836;0.21764045690487988;-14.190.409.556.117.400;0.38258755823996227;-0.958700338393682;-0.9131758324724661;0.6964170882424454;0.2037038824559698;-0.07421951147704008;0.0892759739053574;0.8831767662586955;-0.7303756692786363;-0.7327305314641334;-0.19645232605681298;0.196452326056813;-0.3324961295785847;-13.557.532.372.829.100;13.557.532.372.829.100;3
-0.7729178197337324;-0.2734657377456907;0.10328899576309308;-14.034.692.994.593.800;0.11151321094208402;-0.943987317679141;-0.8882095153013079;0.6964170882424454;0.0;0.0;-1,40E+01;0.8666548822696325;-0.6961529436186312;-0.740433662140853;-0.23607500094742537;0.2360750009474254;-0.3324349450352622;-13.796.614.080.543.600;1.379.661.408.054.360;3
-0.5081569141786196;-0.25723515460296703;0.13089107259042057;-18.083.323.594.207.100;0.2755845264118524;-0.937884686172721;-0.862054325883902;0.6964170882424454;0.0;0.0;-1,40E+01;0.8534440501257995;-0.6682318453766019;-0.7471728496551974;-0.26779965455519067;0.26779965455519067;-0.33237452795711964;-14.023.329.493.031.500;14.023.329.493.031.500;3
-0.23706623653588432;-0.2822070401191785;0.1387773802553715;-1.861.275.990.338.730;0.28271806186706033;-0.9381058765898962;-0.7978552245866368;0.6964170882424454;0.0;0.0;-1,40E+01;0.8460173634894212;-0.6521850678370342;-0.7513263783010427;-0.28785286996801546;0.2878528699680155;-0.3323166536852962;-14.237.220.599.358.500;14.237.220.599.358.500;3
-0.1573624212093451;-0.29629378594416533;0.17032261091517475;-1.836.361.340.494.960;0.3041186682326821;-0.92508960726292;-0.7526780792292994;0.6964170882424454;0.0;0.0;-1,40E+01;0.8455740295808531;-0.6492587296101231;-0.7536242518817805;-0.2956020624943711;0.29560206249440396;-0.332261805815321;-14.439.203.421.393.200;14.439.203.421.393.200;3
0.24849159953599245;-0.23084251284669138;0.22946991840230602;-17.616.173.909.636.400;0.35405341641913357;-0.907079760022617;-0.6861012334395428;0.6964170882424454;0.0;0.0;-1,40E+01;0.8582398867415636;-0.6679142902464879;-0.7556127378486883;-0.28594097727845763;0.2859409772784577;-0.33215823315298704;-14.810.650.289.125.900;14.810.650.289.125.900;3
0.5678094468546591;-0.2072233092531312;0.25707199522963403;-17.149.024.225.065.600;0.37545402278475537;-0.897862837037167;-0.6468684493134359;0.6964170882424454;0.0;0.0;-1,40E+01;0.8648727963542039;-0.6789630662674603;-0.755321962320941;-0.2764659080266454;0.27646590802664545;-0.3321070182597492;-14.980.572.345.758.200;14.980.572.345.758.200;3
0.6939796235195955;-0.27441769393166354;0.2886172258894373;-16.557.301.291.276.000;0.40398816460558507;-0.8338923595117986;-0.6563794272833997;0.6964170882424454;0.0;0.0;-1,40E+01;0.8689982163509274;-0.6857342598982478;-0.755246010378065;-0.2647451818448018;0.26474518184480184;-0.3320563165510594;-15.141.334.183.704.200;15.141.334.183.704.200;3
0.7244159512701833;-0.08976747970581851;0.3162193027167653;-15.903.291.732.876.900;0.42538877097120686;-0.7786091280563332;-0.7501682378205596;0.6964170882424454;0.7844701682258277;0.6499476384827815;0.7360566134005573;0.869411543112192;-0.6867774044119015;-0.7548585623432936;-0.2505560539649435;0.2505560539649435;-0.3320062158693178;-15.292.935.802.963.800;15.292.935.802.963.800;3
0.7438762222580588;-0.022734145617103813;0.3832529178688475;-15.218.138.862.173.100;0.411121700060792;-0.7292089262669801;-0.766944546184248;0.6964170882424454;0.6207425876514479;0.10046838795890269;0.4243666751947776;0.864696402472163;-0.6816382370605223;-0.7522377698597275;-0.23651512233502617;0.2365151223350262;-0.3319562612833574;-1.543.583.521.447.130;1.543.583.521.447.130;3
-0.5479139279793873;-0.475983924385613;0.6395579169797497;0.6893612874176306;0.518124731888902;-0.06679960525031778;0.12048253718002486;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.894439930662298;0.6490352447084907;0.836483375146479;12.062.874.148.808.700;-120.628.741.488.088;-0.3307559392693085;0.033439727600082965;-0.033439727600082965;3
-0.3243861629750707;-0.4423362169444291;0.6395579169797497;0.6893612874176306;0.518124731888902;0.04741150687384822;0.14901547108992028;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.8891552271446945;0.6101289911936746;0.8680646730536721;11.761.166.366.761.500;-11.761.166.366.761.500;-0.3307663009738948;0.01594370990909649;-0.01594370990909649;3
-0.12045222328363243;-0.39791936961400887;0.6395579169797497;0.6893612874176306;0.518124731888902;0.2191139722993562;0.2112331186434445;-0.45799446329325877;18.295.893.216.079.900;17.779.172.539.357.000;18.321.352.065.381.300;-0.8654480635742914;0.5439000218456095;0.8969497625717889;11.615.383.432.477.300;-11.615.383.432.477.300;-0.33076468652304636;-0.001552307781889661;0.001552307781889661;3
-0.17432030589717262;-0.3751507753017416;0.6395579169797497;0.6893612874176306;0.518124731888902;0.28901135447098786;0.23738830806084849;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.8246545279552993;0.45986330414903187;0.915488890490761;11.627.627.624.103.200;-11.627.627.624.103.200;-0.3307592661846308;-0.019002524379444018;0.019002524379444018;3
0.20840069992271815;-0.3388435511597385;0.6395579169797497;0.6893612874176306;0.518124731888902;0.37940137823384756;0.2733186692807185;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.7837566031248034;0.3746919560132906;0.9350331165746639;11.646.425.745.482.900;-11.646.425.745.482.900;-0.33075720512452705;-0.0368191497244537;0.0368191497244537;3
0.252199489348564;-0.3090160525894418;0.6395579169797497;0.6893612874176306;0.518124731888902;0.5688807752722708;0.2734507661969668;-0.45799446329325877;17.487.840.536.978.300;1.655.475.703.597.100;17.337.586.327.072.100;-0.746405893908937;0.2960711281578054;0.9537535263079512;11.669.193.614.953.400;-11.669.193.614.953.400;-0.33075674372076225;-0.054864780536622686;0.054864780536622686;3
0.3580729232006086;-0.24955816699574057;0.6356147631472745;0.6893612874176306;0.503857660978487;0.729758224043276;0.24320057237582693;-0.45799446329325877;18.011.602.587.691.800;17.362.688.921.170.400;1.798.063.821.581.350;-0.7152465134678896;0.22272707370285844;0.9774474824509807;1.168.959.757.721.650;-11.689.597.577.216.500;-0.33075808909646925;-0.07323101900281488;0.07323101900281488;3
0.5734749619047682;-0.16978189735561489;0.6395579169797497;0.6893612874176306;0.518124731888902;0.8878216223632154;0.2602410745720156;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.6901925211726544;0.15261991463754312;10.080.940.052.675.900;11.708.313.225.425.200;-1.170.831.322.542.520;-0.33076399580438437;-0.09187206402959883;0.09187206402959883;3
0.7029839966947692;-0.16881783958165492;0.6395579169797497;0.6893612874176306;0.518124731888902;0.9507141370141836;0.16711274861610453;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.6709966031863158;0.09252206254378705;10.382.221.053.085.600;11.736.376.814.133.200;-1.173.637.681.413.320;-0.3307616333061497;-0.11083371671040597;0.11083371671040597;3
0.8404430284099238;-0.07187612009659117;0.6395579169797497;0.6893612874176306;0.5109911964336951;10.365.275.464.681.800;0.025636951312869343;-0.45799446329325877;0.0;0.0;-1,40E+01;-0.6541517411205212;0.04914928245578887;1.054.908.015.087.920;11.714.797.939.088.500;-1.171.479.793.908.850;-0.33077467651558157;-0.13002437485837243;0.13002437485837243;3
0.9201749604364633;0.08992264114149247;0.6395579169797497;0.6893612874176306;0.518124731888902;11.641.659.154.489.100;0.011502581274170838;-0.45799446329325877;18.295.893.216.079.900;17.779.172.539.357.000;18.321.352.065.381.300;-0.6518306449146495;0.02987674410333341;10.710.538.033.498.100;11.648.562.510.457.700;-1.164.856.251.045.770;-0.3307710777511474;-0.1494898395669303;0.1494898395669303;0
1.048.060.255.801.430;1.083.257.106.595.960;0.6395579169797497;0.6893612874176306;0.518124731888902;16.344.149.268.468.900;11.940.373.974.158.700;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-1.411.853.449.361.110;0.38644566003631786;1.984.829.301.982.970;0.4117379528078184;-0.41173795280781844;-0.2598375805146699;-0.9222916890433989;0.9222916890433989;0
11.120.257.483.026.600;1.158.990.117.136.090;0.6395579169797497;0.6893612874176306;0.518124731888902;16.943.420.980.117.900;11.875.936.454.037.000;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-14.272.607.466.874.600;0.3837465640706067;2.013.692.043.498.620;0.374647415106856;-0.3746474151068889;-0.25963435758433123;-0.9227496999777178;0.9227496999777182;0
11.831.504.555.415.400;12.525.270.008.819.900;0.6395579169797497;0.6893612874176306;0.518124731888902;17.698.827.103.890.500;12.668.517.951.534.100;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-14.324.613.839.352.600;0.3691598596123988;2.037.676.339.438.170;0.34954086551035274;-0.3495408655103528;-0.25932284531710087;-0.9232077109120369;0.9232077109120368;0
12.322.176.116.299.800;12.802.079.480.466.800;0.6395579169797497;0.6893612874176306;0.518124731888902;18.509.606.478.474.400;12.075.692.766.414.300;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-14.294.458.369.179.300;0.34929606340335767;2.053.263.632.410.690;0.29611845422061456;-0.2961184542206146;-0.25867178426249376;-0.9236657218463559;0.923665721846356;0
1.111.857.048.102.660;14.182.239.601.528.300;0.6395579169797497;0.6893612874176306;0.518124731888902;19.331.430.244.613.600;1.253.642.103.528.460;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-14.181.148.964.746.800;0.31799265983212227;2.066.703.835.343.420;0.2546616150835363;-0.25466161508353635;-0.2580596078021188;-0.9247649480887215;0.9247649480887217;0
11.199.054.534.778.200;15.341.469.683.176.400;0.6395579169797497;0.6893612874176306;0.518124731888902;2.045.833.641.583.740;1.253.964.291.129.070;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-1.405.407.085.599.740;0.2722814191441296;209.282.028.358.229;0.250297065779496;-0.250297065779496;-0.2577745055836473;-0.9264595885457018;0.9264595885457017;0
12.127.924.865.171.100;16.328.406.789.189.400;0.6395579169797497;0.6893612874176306;0.518124731888902;211.968.733.662.072;12.407.545.995.041.200;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-13.951.262.242.327.100;0.2309096109942022;21.185.213.136.165.700;0.24608686008797848;-0.24608686008797853;-0.2575444694541661;-0.9287954443107288;0.9287954443107287;0
12.513.615.697.428.500;17.696.331.026.827.200;0.6395579169797497;0.6893612874176306;0.518124731888902;2.206.718.655.006.500;12.935.933.660.039.300;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-13.853.921.771.022.300;0.18686714622499215;21.479.281.714.858.500;0.2446371528495925;-0.24463715284959256;-0.2573713921862334;-0.9317267142903706;0.9317267142903707;0
13.103.504.063.439.900;17.429.446.179.179.600;0.6395579169797497;0.6893612874176306;0.518124731888902;22.966.850.582.713.500;12.604.080.431.412.500;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-13.757.410.415.941.700;0.13699931508628757;21.835.417.783.981.800;0.24645692775964087;-0.2464569277596409;-0.25730859966466035;-0.9352533984846269;0.935253398484627;0
13.672.058.883.325.900;19.375.302.668.435.900;0.6395579169797497;0.6893612874176306;0.518124731888902;2.354.131.023.662.190;12.272.227.202.785.500;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-1.366.394.115.788.030;0.07601074516990201;2.231.250.940.889.680;0.2486810913447881;-0.24868109134478816;-0.2572760452711776;-0.9394212979869299;0.9394212979869297;0
13.742.069.466.327.300;21.652.266.470.724.200;0.6395579169797497;0.6893612874176306;0.518124731888902;23.960.618.883.134.200;12.160.428.105.374.400;3.005.240.191.313.850;0.0;0.0;-1,40E+01;-13.610.588.178.055.900;0.016072548790314403;22.846.494.230.950.800;0.2486344141757553;-0.24863441417575535;-0.2567194878445852;-0.9441846117038476;0.9441846117038474;0
-14.736.562.754.972.600;-0.7099119559906866;-1.075.714.000.147.050;-16.899.877.726.627.900;-0.4235019481984656;-0.9599013781520576;-12.442.107.045.937.600;0.6964170882424454;0.0;0.0;-1,40E+01;10.752.895.978.677.400;-0.9200458101676271;-0.8600472180564125;0.05413066753070801;-0.05413066753070802;-0.3094838442739286;0.22717835281702475;-0.22717835281702475;2
-13.190.144.254.942.700;-0.697092975595392;-0.5157861559355477;-0.8428896779744737;-0.3022318454599408;-0.960177185354869;-11.994.298.499.851.700;-0.45799446329325877;0.0;0.0;-1,40E+01;10.678.674.369.381.800;-0.9066709263517321;-0.8614258803452035;0.05217103529155252;-0.05217103529155253;-0.308881037361347;0.1962626147504916;-0.1962626147504916;2
-11.784.309.254.915.600;-0.6832862483347312;-0.2161064646674161;-0.4317979555522017;-0.13816052999017245;-0.9602504111838107;-11.168.692.773.292.200;-0.45799446329325877;0.0;0.0;-1,40E+01;10.577.440.401.053.700;-0.8906239515604947;-0.8610198004908071;0.05081202296931826;-0.05081202296931827;-0.3082750181908917;0.16553008105768593;-0.16553008105768593;2
-10.378.474.254.888.400;-0.6981515995785581;-0.38566207946385894;-0.6498011416852246;-0.3093653809151477;-0.9599013025055401;-10.996.966.782.167.800;-0.45799446329325877;0.0;0.0;-1,40E+01;10.431.557.610.653.000;-0.8682426388795799;-0.8596607396585884;0.049837979796513776;-0.04983797979651378;-0.3076698524787028;0.1349807517386078;-0.1349807517386078;2
-0.862118050485455;-0.7063787667246688;-0.17667492634266194;-0.3508253435599362;-0.20949588454224574;-0.9568657590512292;-10.052.473.830.983.800;-0.45799446329325877;0.0;0.0;-1,40E+01;10.230.336.724.965.100;-0.8372417937651633;-0.8579210787943576;0.048974635229348876;-0.04897463522934888;-0.307058955743399;0.10461462679325714;-0.10461462679325714;2
-0.5147291928037464;-0.6990829431655348;-0.18850438784008808;-0.39131164955606895;-0.19522881363183087;-0.9648588726765358;-0.98899946239969;-0.45799446329325877;-17.242.093.704.711.700;-12.960.903.769.302.200;-16.609.814.664.930.000;0.997274550409585;-0.7979141464967348;-0.8553214282345996;0.048397542739050094;-0.0483975427390501;-0.30645643824840935;0.07447750731506644;-0.07447750731506644;1
-0.3349299254752742;-0.6824025187260672;-0.133300234185432;-0.29788171264191626;-0.2023623490870378;-0.9640522538604144;-0.9746008985284932;-0.45799446329325877;0.0;0.0;-1,40E+01;0.9690735790029125;-0.7556237201025134;-0.8516783507561553;0.04819754054216331;-0.04819754054216332;-0.3058746154982301;0.04456939330403472;-0.04456939330403472;3
-10.704.206.224.394.700;-0.6611353056252427;-0.01106246537869426;-0.2449380817238963;0.07584553366604739;-0.9650184868284645;-0.8929650042862908;-0.45799446329325877;0.0;0.0;-1,40E+01;0.9403899767501623;-0.7136553381241294;-0.8468838242299718;0.048513830172833394;-0.0485138301728334;-0.30530007072206455;0.014936085853594733;-0.014936085853594733;3
0.35103320443797265;-0.659093213695669;0.0638574574383389;-0.14839381357927203;0.13291381730770582;-0.9605880972379386;-0.9756576738584888;-0.45799446329325877;-0.09438391005440694;-0.12115145337928486;-0.09801344222393742;0.9085702136856271;-0.6670961093933472;-0.8415673481236245;0.05001934445387044;-0.05001934445387045;-0.3047185873209468;-0.01446821612968563;0.01446821612968563;3
0.5648044745421006;-0.6335297150386807;0.09934584193061732;-0.12036483250502607;0.1757150300389504;-0.9525342394590781;-10.177.965.901.420.800;-0.45799446329325877;0.0;0.0;-1,40E+01;0.8746406513351175;-0.6180106414554896;-0.8353142878448799;0.051942399468665634;-0.05194239946866564;-0.30413526200339713;-0.0435977115523749;0.0435977115523749;3
0.608402932480443;-0.6060801318721012;0.0520279959409122;-0.1951087820363484;0.16144795912853552;-0.931904904610724;-0.9979820527046581;-0.45799446329325877;0.0;0.0;-1,40E+01;0.8408737519636639;-0.5718494087036594;-0.8262909631771492;0.053725710996814446;-0.05372571099681445;-0.3035522778842226;-0.07245240041447275;0.07245240041447275;3
0.08928078578291784;0.18673878043401354;0.6395579169797497;0.6893612874176306;0.518124731888902;0.8622455347958686;12.066.027.138.396.000;-0.45799446329325877;0.0;0.0;-1,40E+01;-12.872.547.972.896.300;0.3024699632010638;18.616.004.691.905.500;0.4661369402573403;-0.46613694025734037;-0.32399102312558964;-0.9146887075337032;0.9146887075337035;0
0.2578509460486732;0.23912081226823437;0.6395579169797497;0.6893612874176306;0.518124731888902;10.301.354.157.392.800;12.926.268.032.020.900;-0.45799446329325877;0.0;0.0;-1,40E+01;-12.882.632.017.294.500;0.24049325802280394;19.278.483.019.874.600;0.5191341069320116;-0.5191341069320117;-0.3240648107416866;-0.9307648913283005;0.9307648913283008;0
0.3752733144259406;0.27194440120178365;0.6395579169797497;0.6893612874176306;0.518124731888902;12.125.191.694.360.400;13.058.364.948.270.400;-0.45799446329325877;0.0;0.0;-1,40E+01;-12.953.664.741.956.300;0.18791829044589017;19.946.108.265.325.000;0.5641392155396405;-0.5641392155396406;-0.3241321239105666;-0.9466578707491703;0.9466578707491702;0
0.5027720051659027;0.27913356847236476;0.6395579169797497;0.6893612874176306;0.518124731888902;14.249.724.138.397.500;1.259.763.667.940.030;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.053.824.294.897.600;0.14372979573376546;2.057.564.648.818.580;0.5989318424780006;-0.5989318424780007;-0.3241982646145693;-0.9624134468897442;0.9624134468897445;0
0.5819521469549321;0.3200580350159974;0.6395579169797497;0.6893612874176306;0.518124731888902;15.586.549.395.688.700;13.061.586.824.276.600;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.099.482.021.082.600;0.10065183307816161;21.101.463.533.625.800;0.6078452944725801;-0.6078452944725802;-0.32423979280271653;-0.9780316197500226;0.9780316197500226;0
0.6102480909179784;0.37377368373695846;0.6395579169797497;0.6893612874176306;0.518124731888902;1.678.668.139.585.420;1.292.948.990.802.710;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.116.507.561.121.100;0.06271913198303472;21.525.284.061.294;0.5995762033314624;-0.5995762033314626;-0.3242594805962245;-0.9934665882365733;0.9934665882365734;0
0.6926792261445702;0.4244431670997211;0.6395579169797497;0.6893612874176306;0.518124731888902;18.137.123.026.295.700;13.589.974.489.274.700;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.166.635.852.855.200;0.03287274759241941;2.192.086.621.259.940;0.5883085457588312;-0.5883085457588313;-0.32427963534143833;-10.087.641.534.428.200;10.087.641.534.428.200;0
0.8133279858469001;0.5218834885199786;0.6395579169797497;0.6893612874176306;0.518124731888902;19.223.633.957.173.600;13.393.440.052.903.400;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.237.569.131.904.600;0.007913193469121988;223.007.354.965.272;0.5638244082860528;-0.563824408286053;-0.32429008396376785;-10.238.785.142.753.500;1.023.878.514.275.350;0
0.8992455918735591;0.4126256091833714;0.6395579169797497;0.6893612874176306;0.518124731888902;2.030.613.562.262.390;1.292.948.990.802.710;-0.45799446329325877;0.0;0.0;-1,40E+01;-133.596.328.624.155;-0.014324028112393482;22.738.709.789.914.600;0.5474439927628622;-0.5474439927628623;-0.3243113353519979;-10.388.554.718.275.800;10.388.554.718.275.800;0
0.912548305561316;0.5971833432530717;0.6395579169797497;0.6893612874176306;0.518124731888902;2.192.020.536.655.900;11.337.883.161.020.700;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.503.329.633.278.700;-0.06141949647523952;2.347.213.755.104.160;0.5523854713288646;-0.5523854713288646;-0.3244309785502688;-10.536.492.250.060.900;10.536.492.250.060.900;0
107.690.447.541.449;0.8499884661033251;0.6395579169797497;0.6893612874176306;0.518124731888902;22.677.956.532.374.200;12.069.249.014.402.200;-0.45799446329325877;0.0;0.0;-1,40E+01;-13.673.174.168.073.300;-0.09536974558028709;2.411.288.330.941.240;0.5576451212555495;-0.5576451212555495;-0.3245533337670612;-1.068.259.773.810.860;1.068.259.773.810.860;0
-12.838.685.504.935.900;-0.6038313572780079;0.11906161109299442;0.013551410405259376;0.21138270731498704;-0.8386603595099349;-0.004877436340770835;-0.45799446329325877;-0.43295817987645485;-0.0587060011432273;-0.3321494177422115;0.9923425886097691;-0.8834239311106102;-0.7579319047117343;0.15709298621375994;-0.15709298621375997;-0.32025112276944995;0.3679251129332571;-0.3679251129332571;3
-11.538.288.129.910.800;-0.5836784919965206;0.17032261091517475;0.07895236624516652;0.2327833136806088;-0.8057253787200163;0.030128246465351925;-0.45799446329325877;-0.43295817987645485;-0.30358910182041793;-0.4305259915731364;0.9358352026133644;-0.7999372064880829;-0.7493280293439775;0.15799584708201975;-0.15799584708201977;-0.3199758616737619;0.3536809728759358;-0.3536809728759358;3
-1.023.789.075.488.570;-0.559187023460818;0.0678006112708141;-0.03627788928228855;0.1257802818524989;-0.7699521405934311;0.0613031187002391;-0.45799446329325877;-0.10973710823581867;0.18617709953396333;-0.037019696249436795;0.8812238098378816;-0.7208606941974746;-0.7393372419837988;0.15877164041174988;-0.1587716404117499;-0.31970365379497057;0.3388872196974317;-0.3388872196974317;3
