"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.0014.TO.ZS","Population ages 0-14 (% of total population)","Population between the ages 0 to 14 as a percentage of the total population. Population is based on the de facto definition of population.","United Nations Population Division. World Population Prospects: 2022 Revision.",
